Offense,Category,Year,Time of Day,Occurred DateTime,Report DateTime,Location Type,Census Block Group,Latitude,Longitude,APD Sector,APD District,Council District
DEBIT CARD ABUSE,fraud,2022,Afternoon,2022-05-19 12:01:00,2022-05-19 15:28:00,HOTEL / MOTEL / ETC.,4530325002.0,30.4029496,-97.7353132,Adam,2,7
FAMILY DISTURBANCE,family,2008,Afternoon,2008-12-17 16:26:00,2008-12-17 17:13:00,PARKING /DROP LOT/ GARAGE,4530431001.0,30.3581886,-97.694045,Edward,1,4
AGG ASSAULT,aggravated assault,2005,Night,2005-05-01 23:18:00,2005-05-01 23:18:00,RESTAURANT,4530439003.0,30.4123175,-97.6630974,Edward,6,7
THEFT,theft,2009,Evening,2009-09-04 18:04:00,2009-09-04 18:04:00,RESIDENCE / HOME,4530023143.0,30.2287064,-97.7233906,Henry,4,3
CRIMINAL TRESPASS/TRANSIENT,trespass,2008,Morning,2008-08-06 07:21:00,2008-08-06 07:21:00,COMMERCIAL / OFFICE BUILDING,4530011012.0,30.2723402,-97.7466337,George,1,9
POSS CONTROLLED SUB/NARCOTIC,drugs,2011,Night,2011-08-01 00:15:00,2011-08-01 03:01:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530008011.0,30.2669322,-97.7014639,Charlie,2,3
THEFT,theft,2012,Night,2012-07-04 22:00:00,2012-07-05 10:04:00,OTHER / UNKNOWN,4530013111.0,30.2582419,-97.7524205,David,1,9
THEFT OF BICYCLE,theft,2015,Night,2015-07-31 22:00:00,2015-08-01 15:39:00,RESIDENCE / HOME,4530005003.0,30.2939335,-97.7350124,Baker,1,9
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2020,Evening,2020-05-16 20:37:00,2020-05-16 22:46:00,RESIDENCE / HOME,4530024073.0,30.1362122,-97.8163389,Frank,2,5
BURGLARY OF VEHICLE,theft,2014,Night,2014-03-19 23:00:00,2014-03-20 12:22:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530021092.0,30.2795723,-97.6914013,Charlie,4,1
BURGLARY OF RESIDENCE,burglary,2021,Morning,2021-12-06 10:00:00,2021-12-06 13:37:00,RESIDENCE / HOME,4530303002.0,30.2205495,-97.8007793,David,4,5
THEFT,theft,2022,Morning,2022-08-22 08:19:00,2022-08-22 08:19:00,SPECIALTY  STORE,4530024222.0,30.1823631,-97.7794163,Frank,3,2
FAMILY DISTURBANCE,family,2022,Evening,2022-07-23 20:53:00,2022-07-23 20:53:00,RESIDENCE / HOME,4530002063.0,30.3280186,-97.7412785,Baker,6,7
BURGLARY OF VEHICLE,theft,2005,Evening,2005-06-06 20:00:00,2005-06-06 20:00:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530007001.0,30.2777004,-97.7411232,Baker,1,9
DWI 2ND,traffic,2009,Afternoon,2009-11-08 12:59:00,2009-11-08 12:59:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530013111.0,30.2582419,-97.7524205,David,1,9
ASSAULT WITH INJURY,assault,2004,Night,2004-01-17 00:40:00,2004-01-17 09:47:00,RESIDENCE / HOME,4530023162.0,30.2302024,-97.7277031,Henry,2,3
DEBIT CARD ABUSE,fraud,2010,Afternoon,2010-03-01 12:00:00,2010-03-04 17:49:00,OTHER / UNKNOWN,4530431001.0,30.3581886,-97.694045,Edward,1,4
BURGLARY OF VEHICLE,theft,2012,Night,2012-05-18 01:00:00,2012-05-18 16:05:00,RESIDENCE / HOME,4530318003.0,30.176895,-97.8315453,Frank,1,5
POSS OF DRUG PARAPHERNALIA,drugs,2021,Afternoon,2021-07-20 13:05:00,2021-07-20 13:05:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,2,9
BURGLARY OF VEHICLE,theft,2016,Night,2016-11-16 22:00:00,2016-11-17 06:40:00,RESIDENCE / HOME,4530020062.0,30.2350232,-97.7761059,David,2,3
FAMILY DISTURBANCE,family,2017,Morning,2017-10-03 11:31:00,2017-10-03 12:23:00,RESIDENCE / HOME,4530023201.0,30.221926,-97.6951754,Henry,5,3
BURGLARY OF RESIDENCE,burglary,2025,Evening,2025-01-16 17:00:00,2025-01-17 11:49:00,CONSTRUCTION SITE,4530016035.0,30.2976137,-97.7626199,Baker,7,10
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2015,Afternoon,2015-01-08 15:34:00,2015-01-08 18:35:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530021113.0,30.2582833,-97.6793314,Charlie,5,3
FAMILY DISTURBANCE,family,2003,Night,2003-06-12 21:26:00,2003-06-12 21:27:00,RESIDENCE / HOME,4530407004.0,30.375428,-97.7141391,Edward,2,4
THEFT BY SHOPLIFTING,theft,2024,Afternoon,2024-04-14 15:19:00,2024-04-26 10:08:00,SPECIALTY  STORE,4530324001.0,30.3907522,-97.7387405,Adam,1,7
WARRANT ARREST NON TRAFFIC,court,2014,Afternoon,2014-10-08 16:06:00,2014-10-08 16:06:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530415001.0,30.3765768,-97.6682203,Edward,7,1
THEFT,theft,2009,Afternoon,2009-04-10 14:35:00,2009-04-10 14:35:00,DEPARTMENT / DISCOUNT STORE,4530403003.0,30.3412558,-97.6916723,Ida,2,4
FAMILY DISTURBANCE,family,2014,Afternoon,2014-02-01 16:30:00,2014-02-01 18:50:00,RESIDENCE / HOME,4910204061.0,30.4512711,-97.7752131,Adam,4,6
DISTURBANCE - OTHER,disturbance,2014,Evening,2014-02-12 18:10:00,2014-02-12 19:00:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530407001.0,30.3654608,-97.7096301,Edward,2,4
VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING,sexual,2011,Afternoon,2011-05-26 12:00:00,2011-05-26 16:38:00,SCHOOL/COLLEGE,4530021074.0,30.3052266,-97.6749459,Ida,4,1
DWI,traffic,2016,Night,2016-12-22 01:41:00,2016-12-22 01:41:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530453002.0,30.3974697,-97.7129951,Adam,2,7
CRED CARD ABUSE - OTHER,fraud,2015,Night,2015-02-05 21:39:00,2015-02-05 21:39:00,RESIDENCE / HOME,4530013123.0,30.2532837,-97.7582224,David,1,9
DWI,traffic,2013,Night,2013-11-21 02:02:00,2013-11-21 02:02:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530012001.0,30.2745143,-97.7577556,Baker,2,9
ASSAULT BY CONTACT,assault,2009,Night,2009-06-27 02:35:00,2009-06-27 02:39:00,HOTEL / MOTEL / ETC.,4530011011.0,30.2696516,-97.7375527,George,2,9
FAMILY DISTURBANCE,family,2004,Night,2004-11-23 22:40:00,2004-11-23 22:40:00,RESIDENCE / HOME,4530013121.0,30.2460782,-97.7620349,David,1,3
FRAUD - OTHER,fraud,2019,Night,2019-07-09 00:04:00,2019-07-09 00:04:00,SERVICE/ GAS STATION,4530013111.0,30.2582419,-97.7524205,David,1,9
POSS CONTROLLED SUB/NARCOTIC,drugs,2014,Night,2014-09-20 04:08:00,2014-09-20 04:08:00,COMMERCIAL / OFFICE BUILDING,4530021051.0,30.3085319,-97.7034163,Ida,5,4
BURGLARY OF RESIDENCE,burglary,2005,Morning,2005-03-16 05:00:00,2005-03-16 05:00:00,RESIDENCE / HOME,4530402001.0,30.3257814,-97.688573,Ida,2,4
BURGLARY OF VEHICLE,theft,2006,Night,2006-03-17 22:30:00,2006-03-19 16:15:00,PARKING /DROP LOT/ GARAGE,4530308002.0,30.3924653,-97.7486693,Adam,7,10
LIQUOR LAW VIOLATION/OTHER,drugs,2010,Night,2010-06-15 02:06:00,2010-06-15 02:06:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530307002.0,30.3459974,-97.7755599,Baker,8,10
BURGLARY OF VEHICLE,theft,2016,Evening,2016-02-20 20:30:00,2016-02-21 17:25:00,HOTEL / MOTEL / ETC.,4530432002.0,30.3473691,-97.699134,Edward,1,4
FAILURE TO IDENTIFY,obstruction,2008,Night,2008-04-03 22:41:00,2008-04-03 22:41:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530008023.0,30.2700814,-97.7111778,Charlie,2,1
EVADING / FOOT,obstruction,2024,Night,2024-09-08 00:04:00,2024-09-08 00:53:00,PARKING /DROP LOT/ GARAGE,4530019151.0,30.2405635,-97.8366971,David,6,8
HARASSMENT,abuse,2024,Night,2024-04-13 23:10:00,2024-04-19 17:07:00,RESIDENCE / HOME,4530023261.0,30.244493,-97.7125417,Henry,3,3
BURGLARY OF RESIDENCE,burglary,2024,Night,2024-03-03 03:00:00,2024-04-03 04:51:00,RESIDENCE / HOME,4530021091.0,30.2827105,-97.6997804,Charlie,4,1
BURGLARY OF RESIDENCE,burglary,2023,Morning,2023-08-29 08:30:00,2023-09-11 16:39:00,RESIDENCE / HOME,4530013073.0,30.2373993,-97.7683911,David,2,3
WARRANT ARREST NON TRAFFIC,court,2012,Night,2012-10-19 22:15:00,2012-10-19 22:15:00,PARKING /DROP LOT/ GARAGE,4530410002.0,30.3644157,-97.6894706,Edward,1,4
BURGLARY OF RESIDENCE,burglary,2016,Evening,2016-02-03 17:58:00,2016-02-03 18:48:00,RESIDENCE / HOME,4530418002.0,30.3944477,-97.7038707,Edward,4,7
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2005,Morning,2005-03-14 10:04:00,2005-03-14 10:04:00,RESIDENCE / HOME,4530024301.0,30.1740721,-97.7480789,Frank,8,2
FAMILY DISTURBANCE,family,2024,Afternoon,2024-08-18 16:03:00,2024-08-18 16:03:00,RESIDENCE / HOME,4530323003.0,30.354416,-97.7518682,Baker,8,10
VIOL CITY ORDINANCE - CURFEW,nuisance,2009,Morning,2009-10-06 09:21:00,2009-10-06 09:21:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530024091.0,30.2113986,-97.7911147,David,3,2
THEFT FROM PERSON,theft,2009,Evening,2009-01-01 18:48:00,2009-01-01 18:48:00,RESIDENCE / HOME,4530024092.0,30.2047319,-97.7976365,Frank,4,2
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2008,Evening,2008-07-21 20:26:00,2008-07-21 21:43:00,RESIDENCE / HOME,4530020062.0,30.2350232,-97.7761059,David,2,3
FAMILY DISTURBANCE,family,2007,Afternoon,2007-04-20 15:37:00,2007-04-20 15:37:00,RESIDENCE / HOME,4530024232.0,30.1793845,-97.8124756,Frank,3,5
ASSAULT BY THREAT,assault,2023,Morning,2023-03-06 07:05:00,2023-03-06 07:48:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530024383.0,30.1685821,-97.8137161,Frank,2,5
EVADING / FOOT,obstruction,2010,Morning,2010-07-20 10:41:00,2010-07-20 10:41:00,OTHER / UNKNOWN,4530436003.0,30.3333438,-97.6761858,Edward,3,1
CRIMINAL MISCHIEF,property,2019,Evening,2019-06-15 20:02:00,2019-06-15 20:02:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530309002.0,30.1898798,-97.819908,Frank,1,5
THEFT,theft,2012,Evening,2012-02-07 18:07:00,2012-02-07 18:07:00,DEPARTMENT / DISCOUNT STORE,4530024132.0,30.2007263,-97.7381872,Frank,5,2
WARRANT ARREST NON TRAFFIC,court,2006,Evening,2006-03-08 19:28:00,2006-03-08 19:28:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,,,,Charlie,3,0
THEFT OF SERVICE,theft,2018,Evening,2018-12-10 19:00:00,2019-01-25 12:27:00,COMMERCIAL / OFFICE BUILDING,4530013044.0,30.2495826,-97.7704511,David,1,9
THEFT FROM BUILDING,theft,2020,Morning,2020-07-27 11:33:00,2020-08-04 11:27:00,COMMERCIAL / OFFICE BUILDING,4530019102.0,30.2676259,-97.8127632,David,5,8
HARASSMENT,abuse,2011,Afternoon,2011-09-01 15:45:00,2011-09-03 12:01:00,RESIDENCE / HOME,4530021132.0,30.3144843,-97.6755752,Ida,3,1
BURGLARY OF VEHICLE,theft,2020,Evening,2020-07-25 17:00:00,2020-07-27 12:29:00,PARKING /DROP LOT/ GARAGE,4530016021.0,30.2900812,-97.7782019,Baker,7,10
POSS OF PROHIBITED WEAPON,weapons,2015,Morning,2015-06-15 11:15:00,2015-06-15 11:15:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,2,9
OBTAIN CONTROLLED SUB BY FRAUD,drugs,2008,Afternoon,2008-01-18 16:02:00,2008-02-16 16:02:00,COMMERCIAL / OFFICE BUILDING,4530308002.0,30.3924653,-97.7486693,Adam,7,10
PROSTITUTION,prostitution,2015,Evening,2015-10-20 18:10:00,2015-10-20 23:22:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530023161.0,30.2390961,-97.7290694,Henry,2,3
CUSTODY ARREST TRAFFIC WARR,court,2004,Morning,2004-12-01 10:11:00,2004-12-01 10:11:00,RESIDENCE / HOME,4530434002.0,30.3247377,-97.7012658,Ida,1,4
DISTURBANCE - OTHER,disturbance,2009,Afternoon,2009-10-02 13:00:00,2009-10-02 13:00:00,RESIDENCE / HOME,4530449001.0,30.3996024,-97.6150925,Edward,8,1
THEFT,theft,2010,Afternoon,2010-02-10 12:45:00,2010-02-10 13:06:00,RESTAURANT,4910203341.0,30.4710868,-97.8069519,Adam,6,6
THEFT,theft,2005,Morning,2005-12-07 09:00:00,2005-12-08 17:03:00,CONSTRUCTION SITE,4530023213.0,30.2267801,-97.6955192,Henry,5,3
THEFT BY SHOPLIFTING,theft,2003,Afternoon,2003-06-05 14:57:00,2003-06-05 14:57:00,GROCERY / SUPERMARKET,4530318004.0,30.1767918,-97.825232,Frank,1,5
ASSAULT BY CONTACT,assault,2020,Morning,2020-07-18 08:32:00,2020-07-18 08:32:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530009024.0,30.2619393,-97.7293714,Charlie,1,3
FAMILY DISTURBANCE,family,2021,Night,2021-11-30 03:27:00,2021-11-30 03:27:00,RESIDENCE / HOME,4530024233.0,30.1803481,-97.799467,Frank,3,2
BURGLARY OF VEHICLE,theft,2004,Night,2004-01-14 23:30:00,2004-01-15 14:42:00,RESIDENCE / HOME,4530343001.0,30.4334918,-97.8096371,Adam,8,6
FAMILY DISTURBANCE,family,2018,Night,2018-11-24 23:44:00,2018-11-25 00:19:00,RESIDENCE / HOME,4530020061.0,30.2305719,-97.7797172,David,2,5
FAMILY DISTURBANCE,family,2022,Evening,2022-04-02 20:15:00,2022-04-02 20:15:00,RESIDENCE / HOME,4530024482.0,30.2016485,-97.6954345,Henry,6,2
AUTO THEFT,theft,2019,Morning,2019-11-28 08:00:00,2019-11-28 09:18:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530410004.0,30.367527,-97.6891374,Edward,1,4
FAMILY DISTURBANCE,family,2014,Morning,2014-01-08 07:18:00,2014-01-08 07:53:00,RESIDENCE / HOME,4910204104.0,30.4463639,-97.7729773,Adam,4,6
THEFT,theft,2012,Evening,2012-01-06 17:34:00,2012-01-06 17:34:00,RESTAURANT,4530303001.0,30.2277107,-97.7961015,David,4,5
BURGLARY NON RESIDENCE,burglary,2009,Morning,2009-09-03 09:13:00,2009-10-14 09:13:00,COMMERCIAL / OFFICE BUILDING,4530024411.0,30.1814813,-97.7698558,Frank,8,2
DOC DISCHARGE GUN - PUB PLACE,weapons,2023,Night,2023-10-13 23:12:00,2023-10-13 23:12:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530022132.0,30.2859358,-97.6420721,Charlie,6,1
BURGLARY OF VEHICLE,theft,2024,Evening,2024-10-22 18:30:00,2024-10-23 12:27:00,PARKING /DROP LOT/ GARAGE,4530009012.0,30.2664785,-97.7273353,Charlie,2,1
THEFT,theft,2013,Evening,2013-03-08 17:00:00,2013-03-19 11:09:00,COMMERCIAL / OFFICE BUILDING,4530308002.0,30.3924653,-97.7486693,Adam,7,10
CRIMINAL MISCHIEF,property,2012,Morning,2012-06-07 09:00:00,2012-06-07 20:23:00,RESIDENCE / HOME,4530003025.0,30.3034546,-97.7346888,Baker,5,9
IDENTITY THEFT,fraud,2013,Afternoon,2013-07-14 12:00:00,2013-07-25 09:39:00,RESIDENCE / HOME,4530013101.0,30.2588747,-97.7609476,David,1,9
FAMILY DISTURBANCE,family,2003,Night,2003-07-12 21:20:00,2003-07-12 21:20:00,RESIDENCE / HOME,4530304001.0,30.2089285,-97.8105372,David,4,5
CRED CARD ABUSE BY FORGERY,fraud,2003,Evening,2003-03-07 17:18:00,2003-03-12 10:13:00,DEPARTMENT / DISCOUNT STORE,4530003021.0,30.299731,-97.7195388,Baker,5,9
BURGLARY OF COIN-OP MACHINE,theft,2013,Evening,2013-04-16 17:00:00,2013-04-17 11:06:00,COMMERCIAL / OFFICE BUILDING,4530021102.0,30.2780303,-97.6724415,Charlie,5,1
AIRPORT - FEDERAL VIOL,other,2017,Morning,2017-01-04 05:38:00,2017-01-04 05:38:00,AIR / BUS / TRAIN TERMINAL,4539800001.0,30.1946633,-97.666661,Airport,S,2
CRIMINAL TRESPASS,trespass,2010,Evening,2010-10-28 20:18:00,2010-10-28 20:18:00,GROCERY / SUPERMARKET,4530024433.0,30.1947833,-97.7722404,Frank,4,2
BURGLARY OF VEHICLE,theft,2006,Afternoon,2006-01-12 13:12:00,2006-01-12 13:12:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530004011.0,30.2885489,-97.7200794,Charlie,3,9
BURGLARY OF VEHICLE,theft,2010,Evening,2010-12-07 18:00:00,2010-12-08 16:19:00,PARKING /DROP LOT/ GARAGE,4530002063.0,30.3280186,-97.7412785,Baker,6,7
DISTURBANCE - OTHER,disturbance,2020,Evening,2020-02-20 18:50:00,2020-02-20 18:50:00,HOTEL / MOTEL / ETC.,4530024481.0,30.2112517,-97.6982295,Henry,6,2
BURGLARY OF VEHICLE,theft,2003,Night,2003-02-09 23:00:00,2003-02-11 18:01:00,PARKING /DROP LOT/ GARAGE,4530021121.0,30.3179053,-97.68751,Ida,3,4
CRIMINAL MISCHIEF,property,2007,Evening,2007-11-22 18:00:00,2007-11-23 08:38:00,RESIDENCE / HOME,4530019231.0,30.2600636,-97.7778863,David,1,5
WARRANT ARREST NON TRAFFIC,court,2013,Afternoon,2013-07-26 15:19:00,2013-07-26 15:19:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,2,9
THEFT,theft,2009,Night,2009-09-05 21:00:00,2009-09-07 12:33:00,BAR / NIGHTCLUB,4530024442.0,30.2025119,-97.7798612,David,3,3
INDECENT EXPOSURE,sexual,2021,Night,2021-12-31 01:02:00,2021-12-31 01:32:00,RESIDENCE / HOME,4530013091.0,30.2651797,-97.7605954,David,1,9
CRIMINAL MISCHIEF,property,2007,Night,2007-11-22 00:00:00,2007-11-22 11:31:00,RESIDENCE / HOME,4530434001.0,30.3284539,-97.699033,Ida,1,4
ASSAULT BY THREAT,assault,2011,Night,2011-01-15 01:30:00,2011-01-15 11:22:00,RESIDENCE / HOME,4530009023.0,30.2568324,-97.7178294,Charlie,1,3
PROBATION VIOL,court,2005,Afternoon,2005-05-16 15:30:00,2005-05-26 22:29:00,SCHOOL/COLLEGE,4530024221.0,30.1906024,-97.7846019,Frank,3,2
DWI,traffic,2006,Night,2006-09-23 00:50:00,2006-09-23 00:50:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011012.0,30.2723402,-97.7466337,George,1,9
BURGLARY OF VEHICLE,theft,2018,Afternoon,2018-12-29 16:00:00,2018-12-30 16:35:00,PARKING /DROP LOT/ GARAGE,4530002053.0,30.3202581,-97.7314608,Baker,6,7
BURGLARY OF VEHICLE,theft,2014,Night,2014-11-24 21:00:00,2014-11-25 15:40:00,PARKING /DROP LOT/ GARAGE,4530308002.0,30.3924653,-97.7486693,Adam,7,10
DISTURBANCE - OTHER,disturbance,2010,Afternoon,2010-10-14 16:22:00,2010-10-14 16:42:00,RESIDENCE / HOME,4530021091.0,30.2827105,-97.6997804,Charlie,4,1
CRIMINAL MISCHIEF,property,2023,Night,2023-03-03 00:00:00,2024-05-31 06:15:00,RESIDENCE / HOME,4530023163.0,30.2338429,-97.7264707,Henry,2,3
FORGERY AND PASSING,fraud,2022,Afternoon,2022-07-19 16:11:00,2022-12-12 15:57:00,RESIDENCE / HOME,4530024222.0,30.1823631,-97.7794163,Frank,3,2
BURGLARY NON RESIDENCE,burglary,2020,Night,2020-10-16 21:00:00,2020-11-12 16:53:00,RENTAL STORAGE FACILITY,4530435003.0,30.3584142,-97.6613003,Edward,5,1
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2014,Night,2014-02-15 01:51:00,2014-02-15 01:51:00,PARKING /DROP LOT/ GARAGE,4530021122.0,30.3178309,-97.6828643,Ida,3,4
POSS CONTROLLED SUB/OTHER,drugs,2011,Evening,2011-05-09 20:53:00,2011-05-09 20:53:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530024121.0,30.1908591,-97.7471935,Frank,5,2
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2010,Afternoon,2010-11-14 15:54:00,2010-11-14 15:54:00,RESIDENCE / HOME,4530024113.0,30.1967312,-97.7491454,Frank,5,2
FAMILY DISTURBANCE,family,2017,Afternoon,2017-12-08 16:43:00,2017-12-08 16:43:00,RESIDENCE / HOME,,,,David,4,5
FAMILY DISTURBANCE,family,2005,Night,2005-05-07 22:53:00,2005-05-07 22:53:00,RESIDENCE / HOME,4530024133.0,30.1900923,-97.7430498,Frank,5,2
DOC FIGHTING,disturbance,2021,Night,2021-12-31 21:22:00,2021-12-31 22:33:00,HOTEL / MOTEL / ETC.,4530416002.0,30.3696159,-97.6737757,Edward,7,1
DEADLY CONDUCT,aggravated assault,2017,Night,2017-03-19 02:00:00,2017-03-19 04:02:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530009012.0,30.2664785,-97.7273353,Charlie,2,1
ASSAULT BY THREAT,assault,2013,Afternoon,2013-03-18 15:16:00,2013-03-18 16:18:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530003093.0,30.3020804,-97.7059301,Baker,4,9
THEFT,theft,2016,Afternoon,2016-02-24 16:11:00,2016-02-24 17:48:00,COMMERCIAL / OFFICE BUILDING,4530341002.0,30.444446,-97.7483081,Adam,3,6
IDENTITY THEFT,fraud,2024,Night,2024-06-24 00:00:00,2024-09-03 17:24:00,RESIDENCE / HOME,4530023251.0,30.2315444,-97.7090379,Henry,3,3
WARRANT ARREST NON TRAFFIC,court,2010,Night,2010-12-13 21:10:00,2010-12-13 21:10:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530015012.0,30.3434565,-97.7489245,Baker,6,7
DWI,traffic,2004,Night,2004-12-19 04:36:00,2004-12-19 04:36:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530009024.0,30.2619393,-97.7293714,Charlie,1,3
CRIMINAL TRESPASS,trespass,2025,Afternoon,2025-01-07 16:11:00,2025-01-07 16:12:00,RESTAURANT,4530011031.0,30.2590809,-97.73992,George,3,9
AGG ROBBERY/DEADLY WEAPON,robbery,2004,Night,2004-07-28 22:15:00,2004-08-05 21:46:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530416003.0,30.3619813,-97.678455,Edward,7,4
ASSAULT WITH INJURY,assault,2010,Night,2010-09-25 04:39:00,2010-09-25 04:39:00,PARKING /DROP LOT/ GARAGE,4530436003.0,30.3333438,-97.6761858,Ida,2,1
BURGLARY OF VEHICLE,theft,2012,Night,2012-09-27 21:00:00,2012-09-28 12:39:00,RESIDENCE / HOME,4530405002.0,30.3554686,-97.7182668,Ida,7,4
CRIMINAL TRESPASS,trespass,2005,Afternoon,2005-11-15 16:48:00,2005-11-15 16:48:00,RESIDENCE / HOME,4530021131.0,30.3152285,-97.6678066,Ida,3,1
FAMILY DISTURBANCE,family,2019,Afternoon,2019-09-11 14:58:00,2019-09-11 14:58:00,RESIDENCE / HOME,4530024401.0,30.152448,-97.742918,Frank,7,2
THEFT,theft,2008,Morning,2008-07-13 09:25:00,2008-07-13 09:25:00,GOVERNMENT / PUBLIC BUILDING,4530011011.0,30.2696516,-97.7375527,George,1,9
AGG ASSAULT,aggravated assault,2011,Night,2011-07-10 01:03:00,2011-07-10 01:03:00,RESIDENCE / HOME,4530019203.0,30.2654477,-97.8977772,David,6,8
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2011,Night,2011-05-06 23:45:00,2011-05-07 01:34:00,RESIDENCE / HOME,4530321002.0,30.2247727,-97.8151063,David,4,5
BURGLARY OF VEH-NO SUSPECT/FU,theft,2021,Morning,2021-10-28 08:30:00,2021-11-01 14:52:00,RESIDENCE / HOME,4910204104.0,30.4463639,-97.7729773,Adam,4,6
AGG ROBBERY/DEADLY WEAPON,robbery,2010,Night,2010-07-09 02:44:00,2010-07-09 03:49:00,RESIDENCE / HOME,4530403001.0,30.3463938,-97.68552,Edward,3,4
CRIMINAL TRESPASS,trespass,2018,Evening,2018-03-26 17:25:00,2018-03-26 17:25:00,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,4530325002.0,30.4029496,-97.7353132,Adam,2,7
URINATING IN PUBLIC PLACE,nuisance,2011,Night,2011-09-22 23:43:00,2011-09-22 23:43:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,2,9
